ANOMALY REPORT
======================================================================

── PARTIAL_TIMEOUT  (436) ──
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-30.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-33.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-35.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-36.smt2
    timeout: ['ostrich', 'noodler']  solved: ['cvc5', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-37.smt2
    timeout: ['ostrich', 'noodler']  solved: ['cvc5', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-39.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-41.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/sat]  symcc-assertions-8.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-10.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-11.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-12.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-18.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-19.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-20.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-21.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-22.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-23.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-24.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-25.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-26.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-27.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-28.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-29.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-30.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-31.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-32.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-33.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-34.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-35.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-36.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-37.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-38.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-39.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-40.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-41.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-42.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-9.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [cJSON/string_only/unsat]  symcc-unsat-reset-21.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [inih/mixed/sat]  symcc-assertions-10.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-11.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-12.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-13.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-14.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-15.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-16.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-17.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-18.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-19.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-20.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-21.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/sat]  symcc-assertions-35.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-36.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-37.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-38.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/mixed/sat]  symcc-assertions-39.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-40.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/mixed/sat]  symcc-assertions-41.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/mixed/sat]  symcc-assertions-42.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-43.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-44.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-45.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-46.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-47.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-48.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/sat]  symcc-assertions-49.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-10.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/unsat]  symcc-unsat-12.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/unsat]  symcc-unsat-16.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/unsat]  symcc-unsat-17.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/unsat]  symcc-unsat-18.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/mixed/unsat]  symcc-unsat-34.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-35.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-36.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-37.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-38.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-39.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-40.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-41.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/mixed/unsat]  symcc-unsat-42.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-43.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-44.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-45.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-46.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-47.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-48.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-49.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/mixed/unsat]  symcc-unsat-9.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-10.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-11.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-12.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-13.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-14.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-15.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-16.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-17.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-18.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-19.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-20.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-21.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/sat]  symcc-assertions-35.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-36.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-37.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-38.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/string_only/sat]  symcc-assertions-39.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-40.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/string_only/sat]  symcc-assertions-41.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/string_only/sat]  symcc-assertions-42.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-43.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-44.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-45.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-46.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-47.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-48.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-49.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-50.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-51.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-52.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/sat]  symcc-assertions-53.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/string_only/sat]  symcc-assertions-54.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-10.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/unsat]  symcc-unsat-12.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/unsat]  symcc-unsat-16.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/unsat]  symcc-unsat-17.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/unsat]  symcc-unsat-18.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [inih/string_only/unsat]  symcc-unsat-34.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-35.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-36.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-37.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-38.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-39.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-40.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-41.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/string_only/unsat]  symcc-unsat-42.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-43.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-44.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-45.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-46.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-47.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-48.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-49.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-50.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/string_only/unsat]  symcc-unsat-51.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-52.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [inih/string_only/unsat]  symcc-unsat-53.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [inih/string_only/unsat]  symcc-unsat-54.smt2
    timeout: ['noodler']  solved: ['cvc5', 'z3']
  [minicsv/mixed/sat]  symcc-assertions-37.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/mixed/sat]  symcc-assertions-38.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/mixed/sat]  symcc-assertions-40.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/mixed/sat]  symcc-assertions-47.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [minicsv/mixed/sat]  symcc-assertions-48.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [minicsv/mixed/sat]  symcc-assertions-49.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [minicsv/string_only/sat]  symcc-assertions-37.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/string_only/sat]  symcc-assertions-38.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/string_only/sat]  symcc-assertions-39.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/string_only/sat]  symcc-assertions-40.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/string_only/sat]  symcc-assertions-47.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [minicsv/string_only/sat]  symcc-assertions-48.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [minicsv/string_only/sat]  symcc-assertions-49.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [minicsv/string_only/sat]  symcc-assertions-50.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [minicsv/string_only/sat]  symcc-assertions-53.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/string_only/sat]  symcc-assertions-54.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3', 'noodler']
  [minicsv/string_only/unsat]  symcc-unsat-51.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/sat]  symcc-assertions-10.smt2
    timeout: ['ostrich', 'z3', 'noodler']  solved: ['cvc5']
  [yuarel/mixed/sat]  symcc-assertions-11.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5', 'ostrich']
  [yuarel/mixed/sat]  symcc-assertions-3.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/sat]  symcc-assertions-44.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5']
  [yuarel/mixed/sat]  symcc-assertions-5.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/sat]  symcc-assertions-6.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/sat]  symcc-assertions-7.smt2
    timeout: ['ostrich', 'noodler']  solved: ['cvc5', 'z3']
  [yuarel/mixed/sat]  symcc-assertions-8.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/sat]  symcc-assertions-9.smt2
    timeout: ['ostrich', 'noodler']  solved: ['cvc5', 'z3']
  [yuarel/mixed/unsat]  symcc-unsat-10.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/unsat]  symcc-unsat-11.smt2
    timeout: ['ostrich', 'noodler']  solved: ['cvc5', 'z3']
  [yuarel/mixed/unsat]  symcc-unsat-12.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5', 'ostrich']
  [yuarel/mixed/unsat]  symcc-unsat-13.smt2
    timeout: ['ostrich', 'z3', 'noodler']  solved: ['cvc5']
  [yuarel/mixed/unsat]  symcc-unsat-3.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/unsat]  symcc-unsat-4.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/unsat]  symcc-unsat-5.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/unsat]  symcc-unsat-6.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/mixed/unsat]  symcc-unsat-7.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5', 'ostrich']
  [yuarel/mixed/unsat]  symcc-unsat-8.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich']
  [yuarel/mixed/unsat]  symcc-unsat-9.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5', 'ostrich']
  [yuarel/string_only/sat]  symcc-assertions-10.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/string_only/sat]  symcc-assertions-11.smt2
    timeout: ['ostrich', 'z3', 'noodler']  solved: ['cvc5']
  [yuarel/string_only/sat]  symcc-assertions-12.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5', 'ostrich']
  [yuarel/string_only/sat]  symcc-assertions-3.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']
  [yuarel/string_only/unsat]  symcc-unsat-10.smt2
    timeout: ['z3', 'noodler']  solved: ['cvc5', 'ostrich']
  [yuarel/string_only/unsat]  symcc-unsat-11.smt2
    timeout: ['ostrich', 'noodler']  solved: ['cvc5', 'z3']
  [yuarel/string_only/unsat]  symcc-unsat-12.smt2
    timeout: ['ostrich', 'z3', 'noodler']  solved: ['cvc5']
  [yuarel/string_only/unsat]  symcc-unsat-13.smt2
    timeout: ['ostrich', 'z3', 'noodler']  solved: ['cvc5']
  [yuarel/string_only/unsat]  symcc-unsat-3.smt2
    timeout: ['ostrich']  solved: ['cvc5', 'z3']
  [yuarel/string_only/unsat]  symcc-unsat-4.smt2
    timeout: ['noodler']  solved: ['cvc5', 'ostrich', 'z3']

── EXTREME_RATIO  (1425) ──
  [b64/mixed/sat]  symcc-assertions-0.smt2
    z3 is 24× faster (cvc5=85133ms, z3=3484ms)
  [b64/mixed/sat]  symcc-assertions-1.smt2
    z3 is 31× faster (cvc5=121177ms, z3=3968ms)
  [b64/mixed/sat]  symcc-assertions-3.smt2
    z3 is 29× faster (cvc5=168576ms, z3=5905ms)
  [b64/mixed/sat]  symcc-assertions-5.smt2
    z3 is 33× faster (cvc5=36414ms, z3=1108ms)
  [b64/mixed/unsat]  symcc-unsat-1.smt2
    z3 is 27× faster (cvc5=88680ms, z3=3264ms)
  [b64/mixed/unsat]  symcc-unsat-2.smt2
    z3 is 30× faster (cvc5=99331ms, z3=3259ms)
  [b64/string_only/sat]  symcc-assertions-0.smt2
    z3 is 28× faster (cvc5=97093ms, z3=3502ms)
  [b64/string_only/sat]  symcc-assertions-100.smt2
    z3 is 12× faster (cvc5=46213ms, z3=3776ms)
  [b64/string_only/sat]  symcc-assertions-102.smt2
    z3 is 10× faster (cvc5=31278ms, z3=3026ms)
  [cJSON/mixed/sat]  symcc-assertions-0.smt2
    cvc5 is 13× faster (cvc5=105ms, ostrich=1343ms)
  [cJSON/mixed/sat]  symcc-assertions-0.smt2
    z3 is 30× faster (ostrich=1343ms, z3=45ms)
  [cJSON/mixed/sat]  symcc-assertions-0.smt2
    noodler is 15× faster (ostrich=1343ms, noodler=87ms)
  [cJSON/mixed/sat]  symcc-assertions-1.smt2
    cvc5 is 63× faster (cvc5=77ms, ostrich=4823ms)
  [cJSON/mixed/sat]  symcc-assertions-1.smt2
    z3 is 53× faster (ostrich=4823ms, z3=91ms)
  [cJSON/mixed/sat]  symcc-assertions-1.smt2
    noodler is 54× faster (ostrich=4823ms, noodler=89ms)
  [cJSON/mixed/sat]  symcc-assertions-10.smt2
    cvc5 is 21× faster (cvc5=69ms, ostrich=1451ms)
